country,scenario,year,naphta_total,naphta_domestic,naphta_imported,electricity_demand_from_naphta,ch4_demand_from_naphta,h2_demand_from_naphta,demand_factor,import_share
BE,intermediary-eu-naphta,2020,56249099.99999999,56249099.99999999,0.0,3299572.2059999993,895485.6719999999,502866.9539999999,0.996,0.0
BE,intermediary-eu-naphta,2021,56024103.599999994,55743983.081999995,280120.5179999992,3269942.0475901193,887444.21066544,498351.20875307993,0.992016,0.004999999999999987
BE,intermediary-eu-naphta,2022,55800007.18559999,55243402.11392363,556605.0716763586,3240577.96800276,879474.9616536642,493876.0148984773,0.988047936,0.009974999999999977
BE,intermediary-eu-naphta,2023,55576807.156857595,54747316.3629406,829490.7939169928,3211477.5778500955,871577.2764980143,489441.008284689,0.984095744256,0.014925124999999975
BE,intermediary-eu-naphta,2024,55354499.92823016,54255685.46200138,1098814.4662287757,3182638.509201001,863750.5125550621,485045.82803029235,0.980159361278976,0.019850499375000098
BE,intermediary-eu-naphta,2025,55133081.92851724,53768469.40655261,1364612.5219646245,3154058.415388376,855994.0329523176,480690.11649458035,0.97623872383386,0.024751246878125042
BE,intermediary-eu-naphta,2026,54912549.60080317,53285628.55128177,1626921.049521394,3125734.9708181885,848307.2065364058,476373.519248459,0.9723337689385245,0.029627490643734346
BE,intermediary-eu-naphta,2027,54692899.40239996,52807123.60689126,1885775.7955086976,3097665.870780241,840689.4078217088,472095.68504560785,0.9684444338627705,0.03447935319051578
BE,intermediary-eu-naphta,2028,54474127.804790355,52332915.63690138,2141212.1678889766,3069848.8312606346,833140.01693947,467856.2657938983,0.9645706561273194,0.03930695642456312
BE,intermediary-eu-naphta,2029,54256231.2935712,51862966.054482006,2393265.239089191,3042281.5887559145,825658.4195873535,463654.9165270691,0.9607123735028101,0.04411042164244033
BE,intermediary-eu-naphta,2030,48635285.73155722,46257512.95738148,2377772.774175741,2713465.7100799973,736419.6062815131,413542.1658389904,0.861182571607919,0.04888986953422816
BE,intermediary-eu-naphta,2031,47662580.01692607,45105700.88474268,2556879.1321833953,2645900.4138990054,718082.7580851035,403244.96590959956,0.8439589201757606,0.053645420186557026
BE,intermediary-eu-naphta,2032,46709328.41658755,43982568.93271258,2726759.483874969,2580017.49359292,700202.4974087842,393204.1662584504,0.8270797417722453,0.0583771930856243
